wall_time,event_receive_ros_time_sec,source_ros_time_sec,elapsed_sec,kind,name,phase,duration_sec,source_node,detail,raw
2026-07-05 13:40:45.806,1783230045.806575060,1783230045.806432247,1841.807671106,mission,execute_command,begin,-1.000000000,task_manager_node,"action=pickup,task_index=0,point_id=2","source_ros_time=1783230045.806432247|source_node=task_manager_node|kind=mission|name=execute_command|phase=begin|detail=action=pickup,task_index=0,point_id=2"
2026-07-05 13:40:45.806,1783230045.806694508,1783230045.806520462,1841.807790333,mission,pickup_sequence,begin,-1.000000000,task_manager_node,"task_index=0,point_id=2","source_ros_time=1783230045.806520462|source_node=task_manager_node|kind=mission|name=pickup_sequence|phase=begin|detail=task_index=0,point_id=2"
2026-07-05 13:40:45.806,1783230045.806761980,1783230045.806575060,1841.807857915,action,nav_lookout_align,begin,-1.000000000,task_manager_node,"context=Pickup,task_index=0,point_id=2","source_ros_time=1783230045.806575060|source_node=task_manager_node|kind=action|name=nav_lookout_align|phase=begin|detail=context=Pickup,task_index=0,point_id=2"
2026-07-05 13:40:45.806,1783230045.806820631,1783230045.806635380,1841.807916686,action,nav_lookout_align,end,0.000060320,task_manager_node,"context=Pickup,task_index=0,point_id=2,ok=0,reason=relative_pose_failed","source_ros_time=1783230045.806635380|source_node=task_manager_node|kind=action|name=nav_lookout_align|phase=end|detail=context=Pickup,task_index=0,point_id=2,ok=0,reason=relative_pose_failed"
2026-07-05 13:40:45.806,1783230045.806875229,1783230045.806654692,1841.807971291,mission,pickup_sequence,end,0.000134230,task_manager_node,"task_index=0,point_id=2,ok=0,reason=lookout_align_failed","source_ros_time=1783230045.806654692|source_node=task_manager_node|kind=mission|name=pickup_sequence|phase=end|detail=task_index=0,point_id=2,ok=0,reason=lookout_align_failed"
2026-07-05 13:40:45.806,1783230045.806926966,1783230045.806674957,1841.808022851,mission,execute_command,end,0.000242710,task_manager_node,"action=pickup,task_index=0,point_id=2,ok=0,reason=pickup_sequence_failed","source_ros_time=1783230045.806674957|source_node=task_manager_node|kind=mission|name=execute_command|phase=end|detail=action=pickup,task_index=0,point_id=2,ok=0,reason=pickup_sequence_failed"
