wall_time,event_receive_ros_time_sec,source_ros_time_sec,elapsed_sec,kind,name,phase,duration_sec,source_node,detail,raw
2026-07-05 14:56:41.609,1783234601.609632730,1783234601.609421253,56.576754265,debug,debug_state_command,begin,-1.000000000,task_manager_node,"action=idle,task_index=3,point_id=3","source_ros_time=1783234601.609421253|source_node=task_manager_node|kind=debug|name=debug_state_command|phase=begin|detail=action=idle,task_index=3,point_id=3"
2026-07-05 14:56:41.609,1783234601.609728575,1783234601.609491110,56.576850058,state,task_state,instant,-1.000000000,task_manager_node,"from=IDLE,to=IDLE,reason=debug_idle","source_ros_time=1783234601.609491110|source_node=task_manager_node|kind=state|name=task_state|phase=instant|detail=from=IDLE,to=IDLE,reason=debug_idle"
2026-07-05 14:56:41.609,1783234601.609754324,1783234601.609509706,56.576875711,debug,debug_state_command,end,0.000088453,task_manager_node,"action=idle,task_index=3,point_id=3,ok=1,message=state set to IDLE; arm motion unchanged","source_ros_time=1783234601.609509706|source_node=task_manager_node|kind=debug|name=debug_state_command|phase=end|detail=action=idle,task_index=3,point_id=3,ok=1,message=state set to IDLE; arm motion unchanged"
2026-07-05 14:56:50.128,1783234610.128888369,1783234610.128736258,65.096009732,mission,execute_command,begin,-1.000000000,task_manager_node,"action=ready,task_index=3,point_id=0","source_ros_time=1783234610.128736258|source_node=task_manager_node|kind=mission|name=execute_command|phase=begin|detail=action=ready,task_index=3,point_id=0"
2026-07-05 14:56:50.128,1783234610.128975868,1783234610.128782511,65.096097292,mission,ready_sequence,begin,-1.000000000,task_manager_node,"task_index=3,point_id=0","source_ros_time=1783234610.128782511|source_node=task_manager_node|kind=mission|name=ready_sequence|phase=begin|detail=task_index=3,point_id=0"
2026-07-05 14:56:50.129,1783234610.129027128,1783234610.128812313,65.096148475,mission,ready_sequence,end,0.000029802,task_manager_node,"task_index=3,point_id=0,ok=1","source_ros_time=1783234610.128812313|source_node=task_manager_node|kind=mission|name=ready_sequence|phase=end|detail=task_index=3,point_id=0,ok=1"
2026-07-05 14:56:50.129,1783234610.129061460,1783234610.128821850,65.096182788,mission,execute_command,end,0.000085592,task_manager_node,"action=ready,task_index=3,point_id=0,ok=1","source_ros_time=1783234610.128821850|source_node=task_manager_node|kind=mission|name=execute_command|phase=end|detail=action=ready,task_index=3,point_id=0,ok=1"
2026-07-05 14:56:53.539,1783234613.539170980,1783234613.538981676,68.506292393,mission,execute_command,begin,-1.000000000,task_manager_node,"action=pickup,task_index=3,point_id=0","source_ros_time=1783234613.538981676|source_node=task_manager_node|kind=mission|name=execute_command|phase=begin|detail=action=pickup,task_index=3,point_id=0"
2026-07-05 14:56:53.539,1783234613.539248943,1783234613.539027929,68.506370217,mission,pickup_sequence,begin,-1.000000000,task_manager_node,"task_index=3,point_id=0","source_ros_time=1783234613.539027929|source_node=task_manager_node|kind=mission|name=pickup_sequence|phase=begin|detail=task_index=3,point_id=0"
2026-07-05 14:56:53.539,1783234613.539275408,1783234613.539043903,68.506396851,action,nav_lookout_align,begin,-1.000000000,task_manager_node,"context=Pickup,task_index=3,point_id=0","source_ros_time=1783234613.539043903|source_node=task_manager_node|kind=action|name=nav_lookout_align|phase=begin|detail=context=Pickup,task_index=3,point_id=0"
2026-07-05 14:56:53.539,1783234613.539299250,1783234613.539088964,68.506420853,action,look_out,begin,-1.000000000,task_manager_node,"target_x=0.151,target_y=-0.302","source_ros_time=1783234613.539088964|source_node=task_manager_node|kind=action|name=look_out|phase=begin|detail=target_x=0.151,target_y=-0.302"
2026-07-05 14:56:53.539,1783234613.539322376,1783234613.539159060,68.506443851,motion,move_joint,begin,-1.000000000,task_manager_node,"seq=1,points=1,max_v=1,max_a=2,blend_radius=0.1","source_ros_time=1783234613.539159060|source_node=task_manager_node|kind=motion|name=move_joint|phase=begin|detail=seq=1,points=1,max_v=1,max_a=2,blend_radius=0.1"
2026-07-05 14:56:55.898,1783234615.898723364,1783234615.898570061,70.865844715,motion,move_joint,end,2.359411001,task_manager_node,"seq=1,ok=1,message=success","source_ros_time=1783234615.898570061|source_node=task_manager_node|kind=motion|name=move_joint|phase=end|detail=seq=1,ok=1,message=success"
2026-07-05 14:56:55.898,1783234615.898847818,1783234615.898618221,70.865969249,action,look_out,end,2.359529257,task_manager_node,"target_x=0.151,target_y=-0.302,yaw=-1.10715,ok=1","source_ros_time=1783234615.898618221|source_node=task_manager_node|kind=action|name=look_out|phase=end|detail=target_x=0.151,target_y=-0.302,yaw=-1.10715,ok=1"
2026-07-05 14:56:55.898,1783234615.898903131,1783234615.898633242,70.866024480,state,task_state,instant,-1.000000000,task_manager_node,"from=IDLE,to=LOOKOUT,reason=Pickup_lookout_align","source_ros_time=1783234615.898633242|source_node=task_manager_node|kind=state|name=task_state|phase=instant|detail=from=IDLE,to=LOOKOUT,reason=Pickup_lookout_align"
2026-07-05 14:56:55.898,1783234615.898947954,1783234615.898647070,70.866069330,action,nav_lookout_align,end,2.359603167,task_manager_node,"context=Pickup,task_index=3,point_id=0,ok=1,target_id=3,rel_x=0.151000,rel_y=-0.302000,yaw=-1.107148","source_ros_time=1783234615.898647070|source_node=task_manager_node|kind=action|name=nav_lookout_align|phase=end|detail=context=Pickup,task_index=3,point_id=0,ok=1,target_id=3,rel_x=0.151000,rel_y=-0.302000,yaw=-1.107148"
2026-07-05 14:56:55.899,1783234615.898994923,1783234615.898671627,70.866116363,sequence,task_grasp_current_view,begin,-1.000000000,task_manager_node,,source_ros_time=1783234615.898671627|source_node=task_manager_node|kind=sequence|name=task_grasp_current_view|phase=begin
2026-07-05 14:56:55.899,1783234615.899037838,1783234615.898689747,70.866159313,sequence,grasp_from_current_view,begin,-1.000000000,task_manager_node,,source_ros_time=1783234615.898689747|source_node=task_manager_node|kind=sequence|name=grasp_from_current_view|phase=begin
