wall_time,event_receive_ros_time_sec,source_ros_time_sec,elapsed_sec,kind,name,phase,duration_sec,source_node,detail,raw
2026-07-05 14:16:16.503,1783232176.503473997,1783232176.503202200,422.207944591,action,place_direct_height,end,8.431797981,task_manager_node,"target_x=0.4,target_y=0.0150001,target_z=-0.1,ok=1","source_ros_time=1783232176.503202200|source_node=task_manager_node|kind=action|name=place_direct_height|phase=end|detail=target_x=0.4,target_y=0.0150001,target_z=-0.1,ok=1"
2026-07-05 14:16:16.503,1783232176.503530264,1783232176.503221273,422.208000932,service,set_controller_mode,begin,-1.000000000,task_manager_node,mode=moving,source_ros_time=1783232176.503221273|source_node=task_manager_node|kind=service|name=set_controller_mode|phase=begin|detail=mode=moving
2026-07-05 14:16:16.504,1783232176.504078150,1783232176.503931046,422.208548930,service,set_controller_mode,end,0.000709772,task_manager_node,"mode=moving,ok=1","source_ros_time=1783232176.503931046|source_node=task_manager_node|kind=service|name=set_controller_mode|phase=end|detail=mode=moving,ok=1"
2026-07-05 14:16:16.504,1783232176.504162312,1783232176.503961086,422.208633052,sequence,place_pose_direct_height,end,8.433060884,task_manager_node,ok=1,source_ros_time=1783232176.503961086|source_node=task_manager_node|kind=sequence|name=place_pose_direct_height|phase=end|detail=ok=1
2026-07-05 14:16:17.004,1783232177.004364967,1783232177.004212141,422.708835892,service,navigation_arm_event,begin,-1.000000000,task_manager_node,event=placed,source_ros_time=1783232177.004212141|source_node=task_manager_node|kind=service|name=navigation_arm_event|phase=begin|detail=event=placed
2026-07-05 14:16:17.087,1783232177.087329865,1783232177.087159872,422.791800539,service,navigation_arm_event,end,0.082947731,task_manager_node,"event=placed,ok=1,message=ack","source_ros_time=1783232177.087159872|source_node=task_manager_node|kind=service|name=navigation_arm_event|phase=end|detail=event=placed,ok=1,message=ack"
2026-07-05 14:16:17.087,1783232177.087416410,1783232177.087217569,422.791887007,service,navigation_arm_event,begin,-1.000000000,task_manager_node,event=completed,source_ros_time=1783232177.087217569|source_node=task_manager_node|kind=service|name=navigation_arm_event|phase=begin|detail=event=completed
2026-07-05 14:16:17.149,1783232177.149410725,1783232177.149229527,422.853881451,service,navigation_arm_event,end,0.062011957,task_manager_node,"event=completed,ok=1,message=ack","source_ros_time=1783232177.149229527|source_node=task_manager_node|kind=service|name=navigation_arm_event|phase=end|detail=event=completed,ok=1,message=ack"
2026-07-05 14:16:17.149,1783232177.149509907,1783232177.149256945,422.853980636,mission,place_sequence,end,9.078385592,task_manager_node,"task_index=11,point_id=0,place_height=-0.1,ok=1,target_id=11,rel_x=0.400000,rel_y=0.015000,yaw=-1.570796","source_ros_time=1783232177.149256945|source_node=task_manager_node|kind=mission|name=place_sequence|phase=end|detail=task_index=11,point_id=0,place_height=-0.1,ok=1,target_id=11,rel_x=0.400000,rel_y=0.015000,yaw=-1.570796"
2026-07-05 14:16:17.149,1783232177.149574041,1783232177.149267435,422.854044802,state,task_state,instant,-1.000000000,task_manager_node,"from=HOLDING,to=IDLE,reason=place_complete","source_ros_time=1783232177.149267435|source_node=task_manager_node|kind=state|name=task_state|phase=instant|detail=from=HOLDING,to=IDLE,reason=place_complete"
2026-07-05 14:16:17.149,1783232177.149618626,1783232177.149276018,422.854089495,mission,execute_command,end,9.078469038,task_manager_node,"action=place,task_index=11,point_id=0,ok=1","source_ros_time=1783232177.149276018|source_node=task_manager_node|kind=mission|name=execute_command|phase=end|detail=action=place,task_index=11,point_id=0,ok=1"
2026-07-05 14:16:21.056,1783232181.056465626,1783232181.056282520,426.760936494,debug,debug_state_command,begin,-1.000000000,task_manager_node,"action=holding,task_index=1,point_id=1","source_ros_time=1783232181.056282520|source_node=task_manager_node|kind=debug|name=debug_state_command|phase=begin|detail=action=holding,task_index=1,point_id=1"
2026-07-05 14:16:21.056,1783232181.056562185,1783232181.056318760,426.761033039,state,task_state,instant,-1.000000000,task_manager_node,"from=IDLE,to=HOLDING,reason=debug_holding","source_ros_time=1783232181.056318760|source_node=task_manager_node|kind=state|name=task_state|phase=instant|detail=from=IDLE,to=HOLDING,reason=debug_holding"
2026-07-05 14:16:21.056,1783232181.056587458,1783232181.056323767,426.761058298,debug,debug_state_command,end,0.000041246,task_manager_node,"action=holding,task_index=1,point_id=1,ok=1,message=state set to HOLDING; arm motion unchanged","source_ros_time=1783232181.056323767|source_node=task_manager_node|kind=debug|name=debug_state_command|phase=end|detail=action=holding,task_index=1,point_id=1,ok=1,message=state set to HOLDING; arm motion unchanged"
2026-07-05 14:16:22.952,1783232182.952390432,1783232182.952202559,428.656861093,mission,execute_command,begin,-1.000000000,task_manager_node,"action=place,task_index=11,point_id=0","source_ros_time=1783232182.952202559|source_node=task_manager_node|kind=mission|name=execute_command|phase=begin|detail=action=place,task_index=11,point_id=0"
2026-07-05 14:16:22.952,1783232182.952472210,1783232182.952245951,428.656943004,mission,place_sequence,begin,-1.000000000,task_manager_node,"task_index=11,point_id=0,place_height=-0.1","source_ros_time=1783232182.952245951|source_node=task_manager_node|kind=mission|name=place_sequence|phase=begin|detail=task_index=11,point_id=0,place_height=-0.1"
2026-07-05 14:16:22.952,1783232182.952499628,1783232182.952273369,428.656970352,sequence,place_pose_direct_height,begin,-1.000000000,task_manager_node,,source_ros_time=1783232182.952273369|source_node=task_manager_node|kind=sequence|name=place_pose_direct_height|phase=begin
