wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,action_move_joint,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-02 23:21:32.634,1783005692.634223223,1.007177292,1,1,0.994026968,1,0.006013862,5,1,0.001887476,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.304051638,189.308214131,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.304273605,1,0.599107742,34.326345108,0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.036628723,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:33.634,1783005693.634165049,2.007119082,1,1,1.993968758,1,0.006040726,5,1,0.001723058,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.007326126,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:34.634,1783005694.634149313,3.007103475,1,1,2.993953151,1,0.005947458,5,1,0.001923210,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.021978378,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:35.634,1783005695.634130955,4.007085145,1,1,3.993934821,1,0.006014160,5,1,0.001899074,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.036628723,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:36.634,1783005696.634113789,5.007068055,1,1,4.993917731,1,0.005885849,5,1,0.001895835,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.036628723,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:37.634,1783005697.634100676,6.007054820,1,1,5.993904496,1,0.005842240,5,1,0.001729148,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.007326126,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.582712173,-33.386948210,0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:38.634,1783005698.634114981,7.007069213,1,1,6.993918889,1,0.005886835,5,1,0.001752118,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.021978378,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:39.634,1783005699.634064198,8.007018231,1,1,7.993867907,1,0.005722210,5,1,0.001899665,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,0.002442360,-3.001708984,1,-2.862155199,-163.989413217,0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.036628723,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:40.634,1783005700.634045362,9.006999528,1,1,8.993849204,1,0.005769937,5,1,0.001833697,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.017093658,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.021978378,0.212453842,1,-0.583095551,-33.408914099,0.036628723,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:41.634,1783005701.634029150,10.006983128,1,1,9.993832804,1,0.005888463,5,1,0.001847616,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:42.634,1783005702.634009600,11.006963633,1,1,10.993813309,1,0.005928530,5,1,0.001898855,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.021978378,-0.017093658,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.021978378,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:43.634,1783005703.634002447,12.006956643,1,1,11.993806319,1,0.006003047,5,1,0.001878350,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.582712173,-33.386948210,0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:44.634,1783005704.634013176,13.006967387,1,1,12.993817063,1,0.005957967,5,1,0.001883301,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.021978378,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.304273605,1,0.599107742,34.326345108,0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.061050415,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:45.634,1783005705.633984089,14.006938203,1,1,13.993787879,1,0.005870702,5,1,0.001838858,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.021978378,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:46.634,1783005706.633979321,15.006933574,1,1,14.993783250,1,0.006100505,5,1,0.001921298,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.582712173,-33.386948210,0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:47.634,1783005707.633954287,16.006908356,1,1,15.993758032,1,0.005811102,5,1,0.001847632,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.061050415,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:48.633,1783005708.633945942,17.006899988,1,1,16.993749664,1,0.006012746,5,1,0.001858775,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.304273605,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.582712173,-33.386948210,0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:49.633,1783005709.633898973,18.006853092,1,1,17.993702768,1,0.006052719,5,1,0.001863076,5,1,0,0,0,0,1,1,1,1,-0.062805749,-3.598504374,-0.021978378,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-3.001708984,1,-2.862155199,-163.989413217,-0.002442360,2.304273605,1,0.599107742,34.326345108,0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:50.633,1783005710.633903265,19.006857571,1,1,18.993707247,1,0.006000397,5,1,0.001853349,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:51.633,1783005711.633892536,20.006846727,1,1,19.993696403,1,0.006000209,5,1,0.001786333,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:52.633,1783005712.633826971,21.006781335,1,1,20.993631011,1,0.005942993,5,1,0.001824344,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.021978378,0.207570076,1,-0.582712173,-33.386948210,0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:53.633,1783005713.633847952,22.006802245,1,1,21.993651921,1,0.005992684,5,1,0.001829376,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,-0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.007326126,-2.988033295,1,-2.862155199,-163.989413217,-0.002442360,2.290597916,1,0.599107742,34.326345108,-0.007326126,0.207570076,1,-0.583095551,-33.408914099,0.036628723,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:54.633,1783005714.633827686,23.006781716,1,1,22.993631392,1,0.005931217,5,1,0.001778999,5,1,0,0,0,0,1,1,1,0,-0.062424280,-3.576647769,0.007326126,-0.012209892,0,3.303288698,189.264500920,-0.007326126,-2.988033295,0,-2.862155199,-163.989413217,-0.002442360,2.290597916,0,0.599107742,34.326345108,-0.007326126,0.207570076,0,-0.583095551,-33.408914099,-0.012210846,-0.001221180,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
2026-07-02 23:21:55.633,1783005715.633810759,24.006764821,1,1,23.993614497,1,0.005927230,5,1,0.001799708,5,1,0,0,0,0,1,1,1,1,-0.062424280,-3.576647769,0.007326126,-0.012209892,1,3.303288698,189.264500920,-0.002442360,-2.988033295,1,-2.862155199,-163.989413217,0.002442360,2.290597916,1,0.599107742,34.326345108,-0.021978378,0.207570076,1,-0.583095551,-33.408914099,-0.012210846,-0.003663063,-0.062424280,-3.576647769,0.000000000,0.000000000,2.000000000,1.000000000,3.313969851,189.876485870,0.000000000,-3.069380999,8.500000000,2.500000000,-2.862155199,-163.989413217,0.000000000,2.314555168,3.000000000,0.800000012,0.598344803,34.282631897,0.000000000,0.215140060,1.200000048,0.200000003,-0.583095551,-33.408914099,0.000000000,-0.000072637,0.100000001,0.020000000
